Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
N;AC;RIO BRANCO;AC TRANSPORTES E COMERCIO DE DERIVADOS DE PETROLEO LTDA; 48.817.070/0001-63;AVENIDA NACOES UNIDAS;23;;BOSQUE;69900-721;GLP;11/05/2026;115;;R$ / 13 kg;AMAZONGÁS
CO;MT;VARZEA GRANDE;EMPORIO ALM LTDA; 39.592.620/0001-00;RODOVIA MARIO ANDREAZZA;605;;PETROPOLIS;78144-850;GLP;13/05/2026;120;;R$ / 13 kg;COPA ENERGIA
SE;SP;MAUA;NOVA ITAPARK COMERCIO DE GAS E ACESSORIOS LTDA; 47.998.743/0001-66;AVENIDA ITAPARK;4893;;JARDIM ITAPARK;09350-000;GLP;13/05/2026;120;;R$ / 13 kg;ULTRAGAZ
NE;BA;TEIXEIRA DE FREITAS;MAYRA GAS E AGUA LTDA; 49.130.609/0001-74;AVENIDA PADRE ANCHIETA;1107;LOJA  1;JARDIM CARAIPE;45990-712;GLP;12/05/2026;90;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;PR;COLOMBO;MIRAGE COMERCIO DE COMBUSTIVEIS LTDA; 14.748.153/0001-26;RUA ALFREDO TOMACHESCHI;50;;GUARAITUBA;83407-330;GLP;14/05/2026;102,99;;R$ / 13 kg;BRANCA
NE;SE;NOSSA SENHORA DO SOCORRO;YAVEH COMERCIO DE GAS LTDA; 49.580.768/0001-70;RUA COLETORA A;1257;;MARCOS FREIRE;49160-000;GLP;12/05/2026;112;;R$ / 13 kg;BRANCA
NE;PE;ARCOVERDE;LEONARDO SANTOS PEREIRA; 45.783.419/0001-03;RUA LAURENTINO LOPES DE LIMA;288;;CIDADE JARDIM;56507-155;GLP;12/05/2026;105;;R$ / 13 kg;BRANCA
SE;MG;FORMIGA;CARLOS SOARES FRAGA & CIA LTDA; 04.648.144/0006-14;RUA LASSANCE CUNHA;329;;QUINZINHO;35570-214;GLP;11/05/2026;118;;R$ / 13 kg;BRANCA
N;TO;PARAISO DO TOCANTINS;REY LAR COMERCIO E DISTRIBUICAO DE GAS LP LTDA; 48.024.818/0001-70;AVENIDA 23 DE OUTUBRO;2260;QUADRA04                  LOTE  05;JARDIM AMERICA;77600-000;GLP;13/05/2026;140;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;BIRIGUI;BIRIGAS COMERCIO VAREJISTA DE GAS LTDA; 34.742.663/0002-84;AVENIDA EUCLIDES MIRAGAIA;1677;;VILA PONTES;16200-130;GLP;14/05/2026;98;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;BARUERI;VILESENA COMERCIO DE AGUA LTDA; 50.770.018/0001-40;RUA CAFELANDIA;95;;VILA ENGENHO NOVO;06416-150;GLP;13/05/2026;115,99;;R$ / 13 kg;BRANCA
S;RS;PELOTAS;SIM REDE DE POSTOS LTDA; 07.473.735/0103-06;AVENIDA FERREIRA VIANA;1695;;AREAL;96085-000;GLP;12/05/2026;131;;R$ / 13 kg;COPA ENERGIA
S;RS;SAPIRANGA;SIM REDE DE POSTOS LTDA; 07.473.735/0084-09;AVENIDA JOAO CORREA;68;;CENTRO;93800-010;GLP;14/05/2026;122;;R$ / 13 kg;COPA ENERGIA
S;PR;SAO JOSE DOS PINHAIS;JOACIR FERNANDO MENDES; 03.712.059/0002-81;AVENIDA THOMAZ CARMELIANO DE MIRANDA;659;SALA  B;GUATUPE;83060-000;GLP;12/05/2026;100;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;SUZANO;F.V GAS COMERCIO DE GAS LTDA; 17.515.088/0002-68;AVENIDA ANTONIO MARQUES FIGUEIRA;1890;;VILA FIGUEIRA;08676-000;GLP;13/05/2026;89,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;CE;CAUCAIA;JWS WILSON GAS LTDA; 50.341.065/0001-79;AVENIDA DA INTEGRACAO;1791;LOTE  20-21-22 E 23       QUADRA50;PATRICIA GOMES;61607-150;GLP;12/05/2026;110;;R$ / 13 kg;BAHIANA
NE;BA;SALVADOR;REGIONAL COMERCIO DE GAS LTDA; 02.233.953/0001-25;AVENIDA MARIA LUCIA;121;LOJA  LJ;SAO MARCOS;41250-280;GLP;12/05/2026;120;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;RJ;ANGRA DOS REIS;AGUIA COMERCIO E TRANSPORTE DE GAS E AGUA LTDA; 33.906.498/0001-05;TRAVESSA SAO FRANCISCO;25;DEPOSITO DE GAS;JAPUIBA (CUNHAMBEBE);23934-095;GLP;14/05/2026;135;;R$ / 13 kg;BRANCA
S;PR;SAO JOSE DOS PINHAIS;SANTOS DUMONT DISTRIBUIDORA LTDA; 50.917.795/0001-75;RUA HIRAM AUGUSTO MAIA;1638;LOJA  1;PARQUE DA FONTE;83050-510;GLP;12/05/2026;110;;R$ / 13 kg;COPA ENERGIA
SE;SP;SAO JOAO DA BOA VISTA;S & A COMERCIO DE GAS E AGUA LTDA; 50.770.185/0001-91;RUA HENRIQUE CABRAL DE VASCONCELOS;2141;;JARDIM PROGRESSO;13876-402;GLP;13/05/2026;113;;R$ / 13 kg;CONSIGAZ
SE;SP;PIRASSUNUNGA;PH COMERCIO DE GAS E AGUA LTDA; 48.510.517/0001-57;RUA LEVINO MALACHIAS FERREIRA;574;;JARDIM VENEZA;13630-840;GLP;14/05/2026;120;;R$ / 13 kg;BRANCA
NE;BA;SALVADOR;ALEIXO COMERCIO VAREJISTA DE GAS LTDA; 51.581.667/0001-66;AVENIDA JORGE AMADO;52;LOJA  LOJA;BOCA DO RIO;41705-000;GLP;11/05/2026;118;;R$ / 13 kg;COPA ENERGIA
SE;RJ;SAQUAREMA;SUPER NA CARA BOQUEIRAO LTDA; 50.654.519/0001-61;AVENIDA NOSSA SENHORA DE NAZARETH;1763;;BOQUEIRAO;28990-536;GLP;14/05/2026;99,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;RS;SAO LEOPOLDO;CARLOS EDUARDO RIETH; 46.436.949/0001-30;RUA JOAO ALVES PEREIRA;46;;PINHEIRO;93042-040;GLP;11/05/2026;110;;R$ / 13 kg;ULTRAGAZ
SE;RJ;ARARUAMA;FAZENDINHA COMERCIO DE GAS LTDA; 49.978.192/0001-02;ESTRADA SAO VICENTE;0;LOTE  3                   QUADRA1;FAZENDINHA;28984-350;GLP;12/05/2026;105;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;MG;BETIM;GUILHERME COMERCIO DE GAS E AGUA LTDA; 50.892.998/0001-54;AVENIDA DAS GRACAS;144;GALPAOGALPAO;DOM BOSCO;32670-632;GLP;13/05/2026;119;;R$ / 13 kg;BRANCA
SE;SP;VOTORANTIM;PARK COMERCIO DE GAS LTDA; 05.875.485/0006-95;AVENIDA OCTAVIO AUGUSTO RANGEL;956;;JARDIM TOLEDO;18112-055;GLP;11/05/2026;114,99;;R$ / 13 kg;CONSIGAZ
SE;MG;SAO JOAO DEL REI;EMERSON GAS COMERCIO VAREJISTA LTDA; 51.373.053/0001-99;RUA BATISTA DE CASTRO;647;;VILA SANTA TEREZINHA;36305-190;GLP;13/05/2026;110;;R$ / 13 kg;BRANCA
SE;SP;SOROCABA;ANADAO COMERCIO DE GAS LTDA; 50.317.852/0001-85;AVENIDA ITAVUVU;3692;;JARDIM SANTA CECILIA;18078-005;GLP;11/05/2026;120;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;AP;MACAPA;BEIJA FLOR LTDA; 49.820.008/0001-93;RUA REMO AMORAS DE OLIVEIRA;785;;MUCA;68902-317;GLP;14/05/2026;115;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;PE;PAULISTA;MAYARA CRISTINA DE LIMA - AGUA, BEBIDA E GAS; 48.454.590/0001-59;RUA UM;65;;JANGA;53439-570;GLP;11/05/2026;100;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;BA;ALAGOINHAS;RBT REVENDA DE GAS LTDA; 44.533.829/0001-25;RUA DOS ARTISTAS;145;;PRACA KENNEDY;48009-024;GLP;13/05/2026;119,99;;R$ / 13 kg;BAHIANA
S;RS;ESTEIO;EDER DORNELES DA SILVA LTDA; 45.452.324/0001-07;AVENIDA CELINA CHAVES KROEFF;151;;VILA NATAL NOVO ESTEIO;93270-530;GLP;14/05/2026;110;;R$ / 13 kg;BRANCA
N;AM;MANAUS;DEYZIANNE CORDEIRO XAVIER; 50.364.607/0001-29;RUA DONA MIMI;95;;MORRO DA LIBERDADE;69074-760;GLP;11/05/2026;135;;R$ / 13 kg;FOGAS
SE;RJ;TRES RIOS;KIEL COMERCIO DE GAS LTDA; 48.877.118/0001-29;RUA PROFESSOR MOREIRA;538;;VILA ISABEL;25815-070;GLP;14/05/2026;104,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;RS;SANTA CRUZ DO SUL;SIM REDE DE POSTOS LTDA; 07.473.735/0140-50;RUA ERNESTO ALVES;1635;;CENTRO;96810-346;GLP;13/05/2026;126;;R$ / 13 kg;COPA ENERGIA
SE;MG;SAO JOAO DEL REI;PINA DISTRIBUIDORA DE GAS LTDA; 51.891.628/0001-65;RUA EXPEDICIONARIO FRANCISCO BATISTA RIOS;80;;VILA SANTA TEREZINHA;36305-202;GLP;13/05/2026;109,99;;R$ / 13 kg;COPA ENERGIA
SE;SP;CUBATAO;TOP GAS CUBATAO COMERCIO DE GAS LTDA; 51.213.645/0001-43;RUA ARMANDO DE SALLES OLIVEIRA;137;;CENTRO;11510-020;GLP;11/05/2026;120;;R$ / 13 kg;ULTRAGAZ
S;PR;PARANAVAI;G H B VIEIRA COMERCIO DE GAS E AGUA; 51.831.900/0001-11;RUA ARLETE BORGES BULGUEROLLI;307;;JARDIM DAS NACOES;87703-527;GLP;14/05/2026;104,99;;R$ / 13 kg;ULTRAGAZ
NE;PB;BAYEUX;ROSIMERE GONCALVES CAVALCANTI; 48.846.394/0001-20;AVENIDA ESTRELA;463;;CENTRO;58110-135;GLP;11/05/2026;110;;R$ / 13 kg;BRANCA
N;RO;PIMENTA BUENO;DISTRIBUIDORA SA GAS LTDA; 51.797.383/0001-01;AVENIDA DOS IMIGRANTES;1517;ANEXO FUNDOS;VILA NOVA;76970-000;GLP;11/05/2026;147;;R$ / 13 kg;FOGAS
SE;MG;SAO SEBASTIAO DO PARAISO;BRAGHINI E FERNANDES COMERCIO DE GAS E BEBIDAS LTDA; 51.800.360/0001-09;AVENIDA MONSENHOR MANCINI;480;;VILA DALVA;37955-010;GLP;12/05/2026;105;;R$ / 13 kg;ULTRAGAZ
S;PR;UMUARAMA;NACIONAL GAS E AGUA UMUARAMA II LTDA; 50.045.841/0001-93;AVENIDA BRASIL;1832;;ZONA VII;87503-420;GLP;13/05/2026;125;;R$ / 13 kg;BRANCA
NE;AL;DELMIRO GOUVEIA;J T SOARES GLP; 12.463.579/0003-70;AVENIDA CAXANGA;503;;PEDRA VELHA;57480-000;GLP;12/05/2026;115;;R$ / 13 kg;BAHIANA
NE;PE;CABO DE SANTO AGOSTINHO;CABO COMERCIO VAREJISTA DE GAS LTDA; 40.814.002/0002-10;RUA MANOEL MARIA CAETANO BOM;169;;CENTRO;54590-000;GLP;14/05/2026;105;;R$ / 13 kg;COPA ENERGIA
NE;BA;SALVADOR;CENTRAL GAS SALVADOR LTDA; 12.997.124/0001-72;RUA NOSSA SENHORA DA VITORIA;31;OUTROS TERRENO;ITAPUA;41620-670;GLP;11/05/2026;115;;R$ / 13 kg;COPA ENERGIA
SE;RJ;ITAPERUNA;DEPOSITO DE GAS OLIVEIRA LTDA; 49.444.681/0001-76;RUA JOSE EMIDIO DA PAIXAO;130;;MARECHAL CASTELO BRANCO;28300-000;GLP;12/05/2026;100;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;PI;TERESINA;ALIANCA GAS LTDA; 04.250.829/0002-84;AVENIDA DEPUTADO ULISSES GUIMARAES;1931;;PROMORAR;64027-220;GLP;12/05/2026;110;;R$ / 13 kg;COPA ENERGIA
S;SC;ITAJAI;GALO COMERCIO DE COMBUSTIVEIS LTDA; 42.659.453/0001-74;RUA JOSE TESTONI;1;;DOM BOSCO;88307-098;GLP;11/05/2026;129;;R$ / 13 kg;BRANCA
NE;RN;NATAL;ANDRESSA CRISTINA LIMA DE SOUZA; 50.704.488/0001-06;RUA TAITI;32;LOTE  5931                QUADRA313;PLANALTO;59073-366;GLP;14/05/2026;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;RJ;SANTO ANTONIO DE PADUA;COMERCIO DE GAS 13 DE JUNHO DE PADUA LTDA; 11.573.286/0002-00;RUA MAJOR PADILHA;130;;CENTRO;28470-000;GLP;13/05/2026;110;;R$ / 13 kg;ULTRAGAZ
SE;SP;TABOAO DA SERRA;PAIVA DISTRIBUIDORA DE GAS LTDA; 45.932.368/0001-26;RUA MARIA CATARINA COMINO;129;;JARDIM TRES MARIAS;06790-150;GLP;12/05/2026;115;;R$ / 13 kg;BRANCA
S;RS;ALVORADA;LUCIANA DE SOUZA; 29.475.604/0001-76;AVENIDA PRESIDENTE GETULIO VARGAS;6000;;TIJUCA;94836-010;GLP;12/05/2026;110,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;CE;QUIXADA;CAMPO NOVO COMERCIO DE GAS E BEBIDAS LTDA; 51.376.460/0001-50;RUA DA ESTRELA;134;;CAMPO NOVO;63905-450;GLP;11/05/2026;115;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;DIVINOPOLIS;GIGAS REVENDEDORA; 45.872.862/0001-42;AVENIDA VINTE E UM DE ABRIL;156;;CENTRO;35500-010;GLP;13/05/2026;105;;R$ / 13 kg;ULTRAGAZ
NE;PE;RECIFE;EML COMERCIO DE GAS LTDA; 48.702.723/0001-69;RUA ODORICO MENDES;689;;CAMPO GRANDE;52031-080;GLP;15/05/2026;105;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;SE;LAGARTO;SEU GERALDO GAS E AGUA LTDA; 33.633.695/0001-06;RUA FRANCISCO MOISES DE CARVALHO;291;;NOVO HORIZONTE;49400-000;GLP;14/05/2026;120;;R$ / 13 kg;BRANCA
SE;ES;VILA VELHA;COMERCIAL DE GAS 7 LTDA; 50.022.752/0001-21;AVENIDA CARLOS LINDENBERG;1896;LOJA  02;ARIBIRI;29120-568;GLP;12/05/2026;115;;R$ / 13 kg;BRANCA
SE;SP;OSASCO;ALEXANDRO RODRIGUES DA SILVA GAS; 51.934.042/0001-30;AVENIDA JOAO VENTURA DOS SANTOS;2195;;BARONESA;06263-100;GLP;11/05/2026;110;;R$ / 13 kg;ULTRAGAZ
SE;RJ;BARRA DO PIRAI;INOVARE DISTRIBUIDORA LTDA; 50.451.161/0001-70;AVENIDA VEREADOR CHEQUER ELIAS;2001;;VILA HELENA;27120-320;GLP;13/05/2026;90;;R$ / 13 kg;COPA ENERGIA
SE;SP;CRUZEIRO;EDILENE SARAIVA CAVALCANTE VIEIRA  LTDA; 51.881.334/0001-52;AVENIDA GOVERNADOR JANIO QUADROS;1237;;VILA DOUTOR JOAO BATISTA (PARTE ALTA);12720-000;GLP;13/05/2026;100;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;BA;VITORIA DA CONQUISTA;K. S. COMERCIO VAREJISTA DE GAS LTDA.; 21.066.122/0001-50;AVENIDA MODELO;752;QUADRA21                  LOTE  44;BATEIAS;45053-550;GLP;12/05/2026;115;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;COTIA;WL - COMERCIO VAREJISTA DE GAS E AGUA LTDA; 48.485.703/0001-83;ESTRADA DA AGUA ESPRAIADA;2777;LOJA  2;AGUA ESPRAIADA (CAUCAIA DO ALTO);06725-153;GLP;14/05/2026;114,99;;R$ / 13 kg;CONSIGAZ
S;PR;TOLEDO;MORESCO GAS LTDA; 97.525.808/0001-24;RUA ANTENOR PEDRO RIOS;76;QUADRAZ12 LOTE 02;JARDIM GISELA;85905-091;GLP;11/05/2026;115;;R$ / 13 kg;BRANCA
SE;ES;COLATINA;AUTO POSTO SANTA ANA LTDA; 03.948.877/0003-69;RODOVIA DO CAFE;1871;;CARLOS GERMANO NAUMANN;29705-200;GLP;12/05/2026;99,99;;R$ / 13 kg;ULTRAGAZ
NE;AL;MACEIO;ADAO CIPRIANO DO NASCIMENTO 02522513427; 44.787.199/0001-15;AVENIDA DJALMA FRAGOSO DE ALENCAR;25;LOTE  JARDIMPETROPOLIS IIBLOTE  14;PETROPOLIS;57062-265;GLP;14/05/2026;105;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;AL;MACEIO;MARIA ADRIELLE GOMES TENORIO; 51.756.806/0001-45;RUA GENERAL MÁRIO CARVALHO LIMA;134;;BARRO DURO;57045-460;GLP;13/05/2026;115;;R$ / 13 kg;COPA ENERGIA
NE;RN;NATAL;LEONARDO CLECIO DE LIMA; 43.238.012/0001-61;RUA JARDIM DO EDEN;1447;;PLANALTO;59073-130;GLP;14/05/2026;110;;R$ / 13 kg;COPA ENERGIA
NE;RN;NATAL;CHAMA O GAS RN LTDA; 51.545.720/0001-73;RUA DOS POTIGUARES;56;LOTE  LOTE 160;CANDELARIA;59064-280;GLP;14/05/2026;110;;R$ / 13 kg;BAHIANA
NE;BA;POCOES;PACHEGAS - GAS E MATERIAL DE CONSTRUCAO LTDA; 22.523.896/0001-26;AVENIDA SGT MOR RAIMUNDO G. DA COSTA;610;;SANTA RITA;45260-000;GLP;13/05/2026;105;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;LEOPOLDINA;REVENDA ALPHA DE GAS LTDA; 35.915.801/0002-42;RUA ANTONIO FERNANDES VALENTIM;886;;QUINTA RESIDENCIA;36707-116;GLP;13/05/2026;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;EMBU DAS ARTES;NIPPON BRASIL COMERCIO DE GLP LTDA; 38.504.413/0001-86;RUA COLORADO;168;TERREOTERREO;JARDIM CASA BRANCA;06810-510;GLP;12/05/2026;104,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;VICOSA;MINEIRO DISTRIBUIDORA DE GAS LTDA; 44.681.436/0001-69;RUA DONA GERTRUDES;7;;CENTRO;36570-019;GLP;12/05/2026;115;;R$ / 13 kg;CONSIGAZ
NE;MA;SAO JOSE DE RIBAMAR;F DE A S CAMPOS COMBUSTIVEIS E LUBRIFICANTES LTDA; 45.988.642/0001-89;AVENIDA MASCARENHAS  DE MORAIS;444;QUADRA125;VILA SARNEY FILHO I;65110-000;GLP;11/05/2026;109;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;FRANCA;H.S.MARTINS LTDA; 44.158.120/0003-59;RUA SALDANHA MARINHO;2560;;SAO JOSE;14403-420;GLP;13/05/2026;122;;R$ / 13 kg;COPA ENERGIA
SE;MG;BETIM;DISTRIBUIDORA ROCHA GAS LTDA; 51.189.682/0001-63;RUA DOUTOR ROMEU LAGES;400;;SANTA CRUZ;32667-448;GLP;13/05/2026;105;;R$ / 13 kg;COPA ENERGIA
SE;MG;SETE LAGOAS;SM SUPER MINAS COMERCIO DE PRODUTOS ALIMENTICIOS LTDA; 03.073.002/0001-07;RUA WILSON RODRIGUES DA SILVA;319;;ALVORADA;35702-217;GLP;12/05/2026;99,99;;R$ / 13 kg;BRANCA
CO;GO;FORMOSA;TOP DISTRIBUIDORA DE GAS E AGUA LTDA; 52.556.901/0001-68;AVENIDA FERROVIÁRIA;634;;SETOR NORDESTE;73807-175;GLP;11/05/2026;120;;R$ / 13 kg;COPA ENERGIA
S;PR;TOLEDO;RICARDO R PEREIRA COMERCIO DE GAS LTDA; 52.713.924/0001-39;RUA ALBINO SCARIOT;3204;;JARDIM COOPAGRO;85903-420;GLP;11/05/2026;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;BRAGANCA PAULISTA;VH COMERCIO E DISTRIBUIDORA DE GAS LTDA; 52.786.385/0001-68;RUA DOUTOR FREITAS;774;ANEXO 778;MATADOURO;12910-340;GLP;13/05/2026;119,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;MA;BACABAL;W. DA SILVA MESQUITA; 22.556.573/0003-09;RUA ANTONIO LOBO;275;;CENTRO;65700-000;GLP;11/05/2026;119,99;;R$ / 13 kg;BRANCA
CO;GO;RIO VERDE;GAS E AGUA LOS HERMANOS LTDA; 52.623.955/0001-07;RUA ANTÔNIO BERNADINO DE ATAIDES;1107;QUADRA18                  LOTE  16/17;JARDIM AMÉRICA;75902-550;GLP;12/05/2026;104,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;PR;CAMPO MOURAO;LIMA E SILVA GAS LTDA; 52.159.817/0001-00;RUA MARIA OLIMPIA JARDIM;2330;;JARDIM IZABEL;87309-185;GLP;14/05/2026;125;;R$ / 13 kg;BRANCA
NE;MA;SAO LUIS;AUTO POSTO F LINO COMBUSTIVEIS LTDA; 50.723.952/0001-01;TRAVESSA SANTA TEREZA;689;;CUTIM ANIL;65046-520;GLP;14/05/2026;115;;R$ / 13 kg;BRANCA
S;RS;PORTO ALEGRE;CENTRAL GAS LTDA; 49.798.139/0001-11;AVENIDA SATURNINO DE BRITO;482;;VILA JARDIM;91200-000;GLP;12/05/2026;110;;R$ / 13 kg;COPA ENERGIA
SE;MG;BETIM;D & S REVENDA DE GAS E BEBIDAS LTDA.; 52.061.024/0001-54;RUA CONRADO JOSE DA MATA;13;;CENTRO;32600-200;GLP;13/05/2026;115;;R$ / 13 kg;ULTRAGAZ
SE;SP;GUARUJA;T DOS SANTOS RIOS GAS; 33.374.911/0001-38;RUA SAO JORGE;1167;;SITIO PAECARA (VICENTE DE CARVALHO);11460-500;GLP;11/05/2026;130;;R$ / 13 kg;ULTRAGAZ
NE;MA;BACABAL;M S LOGISTICA E DISTRIBUIDORA LTDA; 46.355.331/0001-45;RUA 06;3;;ANTIGO CAMPO DE POUSO;65700-000;GLP;11/05/2026;130;;R$ / 13 kg;BRANCA
NE;AL;MACEIO;F R SILVA LTDA; 50.465.100/0001-61;TRAVESSA PANAIR;S/N;;VERGEL DO LAGO;57015-350;GLP;14/05/2026;105;;R$ / 13 kg;BAHIANA
SE;MG;JUIZ DE FORA;COMERCIO DE GAS E ARTIGOS DO LAR DO AMIGO LTDA; 50.358.350/0001-00;AVENIDA DOUTOR SIMEAO DE FARIA;2110;;SANTA CRUZ;36088-000;GLP;12/05/2026;110;;R$ / 13 kg;BRANCA
S;SC;CACADOR;KAUANY BATISTA DA SILVA; 52.883.208/0001-08;RUA DOMINGOS SORGATTO;111;;SORGATTO;89503-374;GLP;12/05/2026;130;;R$ / 13 kg;ULTRAGAZ
N;PA;BRAGANCA;AUTO POSTO ROTA DO AJURUTEUA LTDA; 47.382.182/0001-76;AVENIDA CEL NAZEAZENO FERREIRA;117;;RIOZINHO;68600-000;GLP;15/05/2026;115;;R$ / 13 kg;BAHIANA
S;PR;SAO JOSE DOS PINHAIS;AEROGAS DISTRIBUIDORA DE GLP LTDA; 52.094.860/0001-35;AVENIDA RUI BARBOSA;7231;;ÁGUAS BELAS;83040-564;GLP;12/05/2026;103;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;PR;CIANORTE;CHEGAZ COMERCIO DE GAS LTDA; 03.469.482/0046-13;AVENIDA PARAIBA;786;;ZONA 03;87209-128;GLP;14/05/2026;104,9;;R$ / 13 kg;BRANCA
SE;RJ;DUQUE DE CAXIAS;SHELBY GAS LTDA; 49.706.380/0001-73;AVENIDA NILO PECANHA;850;;CENTRO;25010-144;GLP;12/05/2026;105;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;PB;PATOS;ALEXSANDRO MORAIS ALVES; 19.752.605/0003-29;RUA ANTONIO FELIX DE LIMA;612;;SAO SEBASTIAO;58706-110;GLP;12/05/2026;115;;R$ / 13 kg;COPA ENERGIA
N;AM;MANAUS;SOCIEDADE FOGAS LTDA; 04.563.672/0066-01;AVENIDA ALAIDE CUNHA CAMPOS;3785;;NOVA CIDADE;69092-000;GLP;12/05/2026;126;;R$ / 13 kg;FOGAS
SE;MG;LAVRAS;UNIGASGARRA COMERCIAL LTDA; 53.249.523/0001-32;AVENIDA PREFEITO SYLVIO DAMASO DE CASTRO;1460;;JARDIM CAMPESTRE;37209-190;GLP;13/05/2026;105;;R$ / 13 kg;ULTRAGAZ
S;RS;SAPIRANGA;COMERCIAL DE GAS GROLLI LTDA; 51.922.427/0001-88;RUA SAO LUIZ GONZAGA;127;;SAO LUIZ;93806-334;GLP;14/05/2026;110;;R$ / 13 kg;BRANCA
SE;SP;COTIA;AUTO POSTO ZE DAS PEDRAS LTDA; 41.286.509/0001-20;AVENIDA IVO MARIO ISAAC PIRES;20;;DAS PEDRAS;06720-480;GLP;14/05/2026;109,99;;R$ / 13 kg;COPA ENERGIA
CO;MS;CAMPO GRANDE;AUTO POSTO GUANANDIS LTDA; 53.445.277/0001-94;AVENIDA MARECHAL DEODORO;2151;;JARDIM TIJUCA;79094-000;GLP;11/05/2026;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;JALES;CRISTOVAM ROGERIO ORTIZ; 48.359.975/0001-37;RUA 25;1884;;JARDIM AMERICA - SEGUNDA PARTE;15703-024;GLP;14/05/2026;120;;R$ / 13 kg;BRANCA
NE;PI;PIRIPIRI;PIRIPIRI GAS LTDA; 53.123.079/0001-04;AVENIDA JOAO BANDEIRA MONTE;1600;;SAO JOAO;64260-000;GLP;12/05/2026;119,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;PE;PAULISTA;BALLI GAS LIMITADA; 45.223.408/0001-60;AVENIDA DOUTOR CLAUDIO JOSE GUEIROS LEITE;5053;;PAU AMARELO;53431-165;GLP;11/05/2026;99,99;;R$ / 13 kg;COPA ENERGIA
SE;SP;BRAGANCA PAULISTA;AUTO POSTO MIDAS LTDA; 09.272.655/0001-93;RUA DOUTOR FREITAS;436;;MATADOURO;12910-340;GLP;13/05/2026;109,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;AM;MANAUS;SOCIEDADE FOGAS LTDA; 04.563.672/0071-79;RUA JOSE ROMAO;1330;SALA;SAO JOSE OPERARIO;69085-288;GLP;11/05/2026;126;;R$ / 13 kg;FOGAS
S;RS;SANTA MARIA;PEMATHUR COMBUSTIVEIS E CONVENIENCIAS LTDA; 44.497.629/0001-64;AVENIDA BORGES DE MEDEIROS;2137;;NOSSA SENHORA DE FATIMA;97015-090;GLP;13/05/2026;110;;R$ / 13 kg;ULTRAGAZ
SE;SP;ITAPEVA;VINICIUS AUGUSTO VELOSO LARA SANTOS LTDA; 53.668.344/0001-30;ESTRADA VICINAL MARIO COVAS;4189;;BAIRRO DE CIMA;18404-517;GLP;13/05/2026;115,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;BRAGANCA PAULISTA;VH COMERCIO E DISTRIBUIDORA DE GAS LTDA; 52.786.385/0002-49;RUA BENEDITO GONCALVES BORGES;48;;CIDADE PLANEJADA II;12922-570;GLP;13/05/2026;115,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;VARZEA PAULISTA;MJ VIEIRA DISTRIBUIDORA DE GAS LTDA; 43.966.101/0001-24;AVENIDA DUQUE DE CAXIAS;75;;CENTRO;13220-015;GLP;14/05/2026;110;;R$ / 13 kg;COPA ENERGIA
N;AM;MANAUS;SOCIEDADE FOGAS LTDA; 04.563.672/0082-21;AVENIDA AUTAZ MIRIM;10775;LOJA  1;CIDADE DE DEUS;69099-145;GLP;12/05/2026;126;;R$ / 13 kg;FOGAS
